,y_test,prediction
3345,857.5504,1742.1821782471186
227,153.134,586.7280950275031
7240,916.1408,1002.1860632289626
3904,2446.815,2664.570504091767
3586,99.87,572.1124819238456
8209,3075.9959999999996,1661.5098566678898
634,2370.248,1879.2305699646397
8346,1596.5884,2535.92299018291
7927,4837.7028,3699.068437354761
747,2041.3428,2369.5872634855205
8468,467.3916,1306.509842660846
191,4745.8224,4260.963312294354
6672,2993.4368,3048.5341388650145
6601,319.584,1699.3460087584428
1421,2375.5744,2408.979574121684
1461,3914.9040000000005,2932.468062247816
530,1960.781,1675.2088672446914
5861,3364.9532,2790.6584819632544
4291,517.3266,768.5380623786341
7924,276.9728,750.3317590021556
7112,1278.336,2647.281442040048
1460,4247.804,3367.5128086065597
7205,3004.0896,2075.1250383961315
7890,2554.0088,1413.5782493703632
291,3866.9664,4188.241814633648
3197,3981.4840000000004,4680.8498782163315
8488,2756.4120000000003,4351.160301871176
4348,2048.6666,1644.9494234499252
1352,2356.9320000000002,1877.5340788000499
2529,5972.226,5042.159304543749
1710,6769.8544,4861.138335123647
2635,5470.8786,4059.596299845502
4578,1384.864,1749.6161062739384
3363,3572.0170000000003,3591.421462364537
6804,1597.92,2391.7286561176898
4222,3200.5006,4147.102340607591
6472,3202.498,3794.3947024837335
4644,3235.788,1568.5697094506527
6179,555.2772,969.7499691226744
1861,2885.5772,3980.4696559189547
3598,218.3824,-1015.3406217422503
1523,5478.2024,5422.531739746368
6404,4508.1318,3460.2414588758775
5820,1090.5804,776.1455147987426
48,2576.646,980.1792259988756
4583,743.0328,1978.537542770503
3791,968.7389999999999,3071.081703986217
3635,759.012,2143.8459789360054
321,4950.8888,3555.8474619355347
4724,3044.7034,2844.590272210323
1819,1012.0160000000001,2054.544955396692
6306,1017.3424,2124.6614969269676
2306,3169.208,3052.9380951013495
2355,4653.942,2459.0023184965257
4630,1151.1682,619.5837107073271
1946,3448.844,2799.0603948203266
7712,1241.0512,2574.268471241057
5377,985.3839999999999,1621.1888121284464
2455,3506.7686,2579.2844124891276
6888,203.7348,258.7728432424808
7579,1388.8588,1774.0389661591664
6224,761.0094,1419.3667212652729
4430,2684.5056,1823.8742233953583
8256,1358.2320000000002,2445.085677819447
8086,3825.6868,3727.475350188
5357,5327.0658,3648.71468745164
840,1406.1696,1500.508131121466
8078,5145.3024,3622.7383970325163
6528,412.796,-553.5160638769499
6475,2277.036,1647.6570629765545
3013,735.709,1070.4877151960472
667,1325.6078,1897.757736709108
6193,3475.4759999999997,3085.999358501754
1380,1575.2828,1755.8098460572105
4677,1186.4556,1879.6852944606917
4993,331.5684,1177.131534545078
7957,894.8352,2299.538914096846
3553,731.0484,1981.956485799218
3943,3327.6684,2713.0942550338755
1469,2863.6058,2713.430332392098
2436,908.817,2160.6506317751373
3814,2649.884,4234.18666015708
1216,1303.6364,1817.5231757229717
4031,221.7114,-616.4110949751687
5056,1805.6496,1279.4566913336384
8108,1731.08,1357.0797297067274
5007,2302.3364,1995.791210151888
3114,459.402,1784.4301006302753
3615,460.7336,3639.025378155032
4003,1810.976,2093.5840985382347
5668,2530.04,3886.8264902694323
2252,283.6308,482.74863107749184
5814,283.6308,1593.0758220731088
1748,2406.867,2648.7557774281026
133,101.2016,-213.5218218801058
1785,3171.8712,3851.0650055732476
1238,3559.3668,3195.0150004155166
8240,882.185,603.1838063498751
7789,838.908,737.673268675695
5548,2956.152,2975.5702309176763
1957,3067.3406,2939.7246328930814
1453,3731.809,3236.0253716673506
2182,1113.2176,1629.0619175142165
8081,1872.2296,1290.0175640219263
7416,185.0924,-393.06545583247544
5682,1701.7848,2919.823886575851
4651,2048.6666,2013.089301938471
3682,2556.672,3384.9290075722824
8303,5313.7498,3587.1348173515853
1398,5191.2426,3560.8840736030397
8185,1084.5882,1961.007881647125
4016,596.5568,526.5942359721403
2078,1022.6688,994.3181986357205
124,866.8716,1093.1628074399455
6202,1549.9824,3110.4434600336026
2826,995.3710000000001,3192.2795149712565
2044,805.618,656.594915899221
3136,3858.9768,2926.947643130826
4162,2992.7709999999997,1679.7561061736933
4389,89.883,-434.5260640636152
1868,1244.3802,2815.265882627023
3657,2739.1012,1892.0578115085532
2738,1861.5768,2410.992733043772
5679,2596.62,3086.3935817069573
7271,1298.31,2284.03268704943
8505,2117.244,3065.5753054976144
5191,1301.639,1218.009685500498
6811,75.9012,-339.9534220409871
3733,569.259,4304.184148398557
6958,466.06,396.96155934001047
5186,2799.6890000000003,1642.4514925222481
976,474.0496,47.66314349355048
4749,908.1512,1369.9969093065154
2916,2536.698,2787.903108792754
5020,619.8598,1438.322942505815
2149,1537.9979999999998,1290.9820678706612
7226,579.246,1648.8620185048896
7980,171.7764,-353.6404897256955
185,1012.0160000000001,1365.5960033707277
843,2896.23,1698.660050197053
1815,1977.4260000000002,3128.713222537128
3908,1304.968,1494.3935998134598
5045,593.2278,3153.2247460909807
5695,1436.7964,1172.2361602971096
7193,2037.348,1755.1979281485371
3872,2556.672,2811.9189854070455
8206,360.8636,1039.997545711959
1051,1810.976,3143.055766070103
4812,91.8804,-1021.9635150936706
4721,1145.1760000000002,2323.446016469109
6365,1677.816,1800.3533021579185
6208,183.7608,-433.7933343509849
3435,5069.4012,3030.564777097834
3071,3691.1952,2799.719749391679
4382,889.5088,1604.0110934397712
2164,910.8144,2107.024614337385
5526,329.57099999999997,17.97534209454443
5344,135.8232,-1247.9162975549823
7995,4037.4112,3711.9580248224206
5651,1340.2554,1907.9169837142222
2272,1478.076,796.260307018398
2846,492.69199999999995,3533.4975486026005
475,1193.1136,1313.249460353029
5537,690.4346,690.066556523549
8403,3984.1472,2539.9836377011893
6030,2390.8878,1887.0893095652582
7948,2848.2924,2300.8430002971686
4586,2053.3272,2727.5480846775918
8171,222.3772,1870.36142512712
597,5770.4886,3350.3020913642813
3432,88.5514,-461.4213162326207
4141,5000.8238,4057.9739270441846
8458,452.744,1763.2417216208955
1246,1619.2256,1633.3565766560805
3220,2530.7058,1883.8911281223623
1387,1989.4104,1949.8182355267493
2938,798.96,1648.7277363087526
1167,1737.7379999999998,1576.8421521922257
6810,3589.9936,3425.8475752638524
6470,4152.5946,3102.7580737686676
3200,2040.0112,3990.32262006181
1995,732.38,705.2265313736164
5983,1627.881,1809.9997262291947
6328,1310.2944,1761.3015612031943
6610,758.3462,820.8330147125405
153,898.83,1858.4047463922757
4706,4306.3944,3095.220225137122
8218,3825.6868,2475.984611742304
1761,2841.6344,2149.0232812342883
3701,1970.7679999999998,1445.3779454317882
275,7298.4996,4167.676232921502
4991,8508.924,3842.2730235080394
143,2676.5159999999996,2830.2661948279283
5743,4807.076,3973.6034393912514
6701,1298.31,1616.4065591254973
3431,679.1160000000001,1059.6508857206873
5876,219.71400000000003,36.73662561317633
7560,7322.4684,3008.612474913737
7983,2552.6772,2204.625332670291
5984,143.8128,833.7350038041733
2717,4063.3774,3854.3540113385116
4880,335.5632,603.1516638501034
3164,455.4072,1788.895150764853
7306,1062.6168,641.7217874596213
4390,683.1108,1775.396333005534
7985,2916.204,2437.478599600968
7611,1290.9862,2589.241948400622
272,1929.4884,1376.3172277850654
2648,6306.4576,4581.881206239677
875,2808.3444,2314.9625974836813
3098,9467.676,5644.607332763957
1926,2167.8448,3092.588938613974
6798,175.7712,-328.3969020299994
4166,1904.1879999999999,1527.5496982911704
7025,6076.0908,3805.1887969212958
5114,351.5424,811.3890706330915
6339,976.7286,1736.79294201495
2243,2037.348,3674.088461322155
3662,3621.2862,2606.418196181952
2406,3243.7776,1861.1299599018594
8228,1813.6392,2436.076127136414
2460,2187.153,2231.142047818161
6467,2603.278,2512.1075524056587
7332,431.4384,596.05706760262
7225,4194.54,3255.147762525608
7809,1342.2528,1801.7472225285055
6204,677.1186,1774.0192652115802
5430,1576.6144,3139.646444051157
3563,801.6232,926.9436752393466
6596,1705.1138,2233.5064515448194
1433,843.5686,1938.3453957606616
6153,2067.3089999999997,2869.1168946256817
751,3435.528,2742.040565099471
6051,5779.144,3821.954394427896
1916,2181.1608,1673.9490675187844
3652,2940.1728,2921.7567809863426
8243,2362.9242,2842.696210951941
1008,1334.2632,1704.7776873092882
3617,591.2304,810.7862810017753
2393,1168.479,972.4959175800308
472,8114.7704,4410.811391784064
5094,894.8352,782.2726082865149
4838,509.337,1812.7248441423824
4774,2283.0282,3964.9400578676364
2036,1911.5118,2748.315861174825
2545,739.038,1923.5750033142042
8280,4326.3684,3493.4808058736735
4945,1403.5064,1273.7638393233733
3169,1488.7288,1530.0498018326184
4500,1332.2658,988.2251203174019
2017,756.3488,1398.2632251231266
7710,255.6672,370.0593497698048
3885,343.5528,942.949211682328
439,3600.6464,3377.744561069057
263,5359.69,3708.879542845338
7319,3316.3498,3115.761573024896
5092,229.701,-633.9886187674593
7321,1651.184,2673.5661468734784
893,729.051,2338.9576388936844
1479,4492.8184,2244.3527670689873
1129,174.4396,-436.46309342976974
7379,555.2772,1086.176150068065
6809,4731.1748,4019.6877375633344
8270,1937.4779999999998,2751.463001070035
2971,1757.7120000000002,1342.963235638626
2402,3756.4436,3798.61303580186
2247,5105.3544,2991.988086016033
121,2085.9514,2415.3803705816435
818,322.2472,1300.9488615903888
4700,2759.0752,2831.8082766599105
4448,181.0976,761.9931950266352
4346,9251.9568,5511.636383376488
1906,4916.933,3690.631611211002
7097,3635.268,2281.321262163304
6318,253.00400000000002,509.9245170298913
5768,2708.4744,2504.496796406184
1457,2826.321,3106.637902610076
6580,3803.0496,2440.015417559852
4658,543.2928,756.7704339596248
7592,6066.7696,4273.5155263374
8191,1286.3256,876.0464261157672
2150,1687.1372,1960.2001305545002
496,2348.9424,3034.11502570355
7422,868.8689999999999,1527.3028535421608
2646,3282.3940000000002,1685.1643229903773
735,1751.0539999999999,2819.348320032562
7360,2748.4224,3658.9409357553677
2456,3560.6984,1669.9945571748408
4799,454.0756,806.6955254272659
5566,986.7156,921.7718048961361
5988,2217.114,3524.892604046495
6143,787.6414,1807.6801366567943
2608,1949.4624,1961.7254018328763
6023,1492.0578,860.2838996258699
3192,387.4956,1212.348675756059
812,3617.9572,2544.4180103958897
5806,622.523,2044.2350868682079
1775,2748.4224,2431.1401667885775
146,6301.1312,3436.428406667808
3669,1312.9576,1258.2525825055295
206,780.9834,777.359434899776
1294,5382.993,4036.7563994191546
3719,1038.6480000000001,1520.2265604902677
2103,5768.4912,3821.661773879134
2876,885.5139999999999,1081.7891064068326
3699,415.4592,984.6393516858943
5358,4288.4178,3591.1651214772914
4762,2024.0320000000002,1689.6138665936337
6266,89.2172,-1146.0470378888922
3689,671.1264,2143.1311749539527
8382,3103.9596,2260.6243713573876
2670,1611.236,2616.718171875305
240,6795.1548,3919.129152411838
579,1547.3192,1780.6510128188402
6256,1771.0279999999998,1345.7480447467933
698,761.0094,2092.2034875300023
4490,402.809,1273.6176007392337
4279,1895.5326,2151.322631929198
142,2143.876,1711.703202519583
3263,3318.3472,3800.4288879820588
6924,1102.5648,1147.9229526675513
3501,5145.3024,3913.013875916293
1856,2181.1608,1358.0303304667977
6548,447.4176,1021.4814303328257
3021,2721.7904,1590.7515623932118
7127,539.298,1728.026792021791
2372,3803.0496,2852.260772296214
4183,355.5372,1017.8352265651647
6137,3635.268,3888.057808137421
6327,344.8844,829.4919936326505
7992,2440.8228,3031.2476116797566
5418,4729.8432,2950.555199875092
2465,4580.704000000001,3693.2019246970867
991,9133.4444,5297.031233108646
6330,2143.876,1262.8031206128046
3054,142.4812,392.9801042051049
7439,2816.3340000000003,2502.898253927141
3890,1561.9668,4319.086389925313
2636,2673.8528,2787.5227879935524
899,1725.7536,3399.824302353859
6010,1278.336,1662.0298702241294
4426,1105.8938,1586.218258695525
1399,1808.9786,1590.7768707774958
252,759.012,1080.1709159857292
7596,3735.8038,3414.744870258924
1839,363.5268,1020.8101413942213
718,2358.2636,2690.3317192669974
8235,551.2824,1076.6064642778224
5023,2546.685,1723.4203522115515
2962,774.9912,2247.091688563462
3860,639.168,973.6213163366093
2131,115.8492,-10.220871585881696
6323,2410.196,3338.7178251576765
6972,1944.136,3127.1398694555132
8519,549.285,1763.8502390689648
2535,8760.5964,4161.131761622944
5432,2852.2872,1715.2542963830865
7753,457.4046,422.0841729386982
8104,1470.0864,1997.5561089835323
3658,5093.37,3042.7416492336406
7037,539.298,1516.0445436263963
3942,4725.8484,2940.153872815097
756,1061.951,1527.7083267679775
1182,366.19,640.4458598117119
3233,1388.8588,1521.7520838400749
5216,2783.0440000000003,3404.160379193796
3998,529.311,1738.2282218132386
3757,8958.339,4626.491818585777
7465,2302.3364,2770.361548317808
4480,3797.7232,2661.786344346773
8149,202.4032,1708.3177058839788
1843,1468.089,2587.137087815972
230,4769.1254,4040.130842104071
2043,1637.868,1697.2455425902876
2994,3079.9908,2760.613811245568
6049,923.4646,463.05248818778256
5436,767.0016,829.6604725828472
5690,4869.6612,3377.062365642992
7640,697.7584,1445.0839874860205
5796,5339.0502,2805.2121521288964
8230,703.0848,797.0621365085608
6685,515.3292,946.1176890297788
731,1039.9796,788.7858828740689
7093,1037.3164,834.6262661452181
1369,1985.4156,2156.907085231959
4587,3159.8868,2367.492778471027
2943,575.2512,1184.8707850994133
695,2488.7604,3274.729553940722
7249,1829.6184,2117.79681525295
1670,255.0014,2104.3943915490518
5124,847.5634,2196.681514264204
4792,2444.8176,2595.114164200395
8094,116.515,56.506206351760284
1120,1482.0708,1659.437802660149
3822,1754.3829999999998,2427.2524872339854
3281,3440.8544,2809.3853587222334
6883,150.4708,-652.7463820990928
3027,5920.2936,2443.9024117838258
7681,575.2512,838.5066933278979
5751,490.6946,591.9011183478119
7175,2293.681,2484.1513702403895
1202,2233.0932,3474.220322933283
6856,2526.7110000000002,3624.035020254455
3170,663.1368,1502.5715516214618
4747,3263.7516,3452.8258016695677
3542,5512.8240000000005,3918.706343888213
6886,8217.3036,5348.454521741056
113,4097.3332,3384.6366661854586
5473,3846.9924,3342.818784173339
4771,3057.3536,3280.658040859706
2759,1540.6612,1819.9781847424729
7685,942.7728,3700.533661809328
2936,1261.691,4098.4541078697175
8451,3254.4304,3994.6702146889215
6516,1937.4779999999998,2700.154121923873
2909,905.488,938.976001433144
3939,1151.1682,2606.832490780059
1696,254.3356,2198.523833506499
2063,1779.0176,1733.4955264801754
6603,958.752,1574.0728951525882
2228,969.4048,3892.1516390076076
3253,1231.73,2057.4853026698274
3378,1757.7120000000002,1853.903517422399
4064,1989.4104,3510.8589219512783
6214,1410.8302,3235.166073703646
1043,7152.0236,4404.993847966387
1531,2043.3402,2398.8496083618297
6065,3954.8520000000003,3101.009594641676
12,1589.2646,2435.2141523455452
1564,6179.9556,2911.4529698183055
6403,2106.5912,2385.608846580878
1568,2173.1712,2066.3904054560053
4508,508.6712,1994.8189519732202
1982,1603.2464,1931.704839888283
5765,4180.5582,2808.075720403802
3519,2087.283,1795.9068875062712
2055,37.2848,-1171.1875556744462
1867,209.727,1373.371246277697
6782,3020.0688,4037.2131720318685
6736,1442.7886,1960.4614264292447
1567,3095.97,3318.0456623022733
5489,607.2096,1599.8849740625567
8217,2726.4509999999996,2585.400140036971
2521,4234.488,2892.242565023597
5342,2540.6928,3130.303062006175
5101,219.0482,1655.7264662482967
6263,2808.3444,2309.405698315991
4598,7150.691999999999,5230.24103607703
1678,1277.0044,2630.8444448518035
7524,3295.71,2199.483079442203
3367,355.5372,1039.5353420555084
4986,2306.9970000000003,1754.191092472422
7589,1960.1152,2019.257313151314
1086,4420.912,3481.814636681924
6914,1340.2554,1986.5640198198548
1983,2709.8059999999996,1916.4743041170377
806,2037.348,2355.957116162787
4717,37.9506,-1158.5260224884016
7754,1118.5439999999999,747.3231042502846
678,2870.9296,1884.1041882548175
1318,2864.2716,2585.3641978505134
6661,3111.9492,2638.9900605736316
2193,1062.6168,2866.1134057348013
2310,2067.3089999999997,3575.6453965517385
2229,4933.5779999999995,3570.8139595794287
6546,3139.9128,2836.84952052387
7652,1062.6168,905.4573807880786
7811,4170.5712,2335.0061299631234
3865,175.7712,904.8795929553644
6191,3145.905,2926.6161477516475
5584,5077.3908,2621.540135497714
5388,4965.5364,3208.25003355444
1484,3848.324,3168.2256233735
3585,1448.7808,2838.237970742682
1520,1182.4608,2332.034497622467
3518,4202.5296,4189.170099311907
5078,2796.36,3657.899054400692
4130,327.5736,696.5454787174053
4265,36.619,-1245.352342945504
7294,1930.82,1637.1593433052394
6,343.5528,1003.4978026453664
4641,2221.1088,1477.7099798405627
783,3364.9532,2883.611269987154
3099,1618.5598,2004.3974969092988
8115,579.246,623.1643474904988
4625,3551.3772,3959.2672598742383
8,1076.5986,1617.3524187998823
7568,379.506,1070.0003260746817
5588,2854.9504,2820.1296755659505
1702,5326.4,2605.143136439377
2883,3113.2808,3559.551086066382
517,372.848,356.8165101267352
5907,647.1576,851.4199776736536
6644,50.6008,-971.1423474747137
993,2836.308,2314.903313003585
1136,1012.0160000000001,2295.237473174784
3032,2458.1336,3008.5510121742213
3780,4604.6728,4286.714150343487
3931,1154.4972,3121.7492480915794
2702,347.5476,906.9221018478552
3498,6458.26,4100.336257321926
7329,1034.6532,1255.895672853983
4532,479.376,761.1930590266618
6226,5226.53,3328.2006337070293
3456,4133.2864,4153.423878740869
3018,155.1314,630.1995746395801
7216,745.696,653.0090786112355
1771,3078.6592,2899.371573579661
7998,109.85700000000001,12.31294014972923
4117,234.3616,60.01094125725422
4476,1797.66,1470.3439770518416
4860,722.393,1661.8375567004543
1700,7116.0704,5059.089653151641
3646,4258.4568,2610.423524834529
1001,703.0848,1936.835216665431
7539,7017.531999999999,5055.7905216424715
5591,317.5866,775.5368470574408
371,384.8324,1353.5094548826855
5340,5049.4272,3351.0098452790826
826,5182.5872,2623.928946941807
2932,5715.2272,3193.5453179879664
402,6911.004,3659.0667437910347
4463,2570.6538,3135.255532036492
2196,459.402,428.108548642111
3655,1928.1568,1580.0124016777263
2602,3006.087,2236.6684180206244
7856,6064.1064,4416.897828998073
7851,3528.74,2297.7943658145405
3594,1926.1594,2696.973709425144
1784,4138.6128,2383.9870979462303
1160,3129.26,2242.332008822331
7842,386.8298,856.383929800508
4821,2290.3520000000003,3590.403844223623
6760,1470.0864,1734.5237647492008
1196,3661.9,3079.691033918221
6297,2227.101,2324.753485594044
5266,2073.967,2449.031873308706
220,1995.4026,903.4057242642016
6211,539.298,723.7220430186583
3424,1174.4712,2769.9612269410172
8080,3002.758,2394.955736354452
3034,1655.1788,1238.2864261538052
4156,5238.5144,2929.671429824363
364,182.4292,1024.6926274025896
7038,1030.6584,3260.918384801452
5665,4693.89,4519.73389256802
6992,1406.1696,1251.4829873115496
7881,469.389,615.3461928605066
1281,4264.4490000000005,2011.9012056083575
5757,484.7024,413.5766479652906
6040,110.5228,-946.1840439058224
130,7968.2944,4291.832210613127
302,5895.659000000001,2610.6450500362757
5855,3554.7062,3040.4737816262295
6166,406.13800000000003,716.8325953958931
1790,4111.9808,4077.2840501749934
3471,2153.1972,1660.0951131656598
5807,804.2864,1285.5285184450202
4100,5141.3076,3075.908467816998
235,2293.0152,4741.408709199202
4642,1225.072,1082.2869476906612
4314,5106.686,3145.018589107366
1108,1606.5754,1386.726010008523
1232,4845.0266,4030.4621377327617
5221,3769.7596,2955.970576844844
7257,5536.7928,3143.598008019973
862,2014.7108,1934.7948129558454
1361,2700.4848,3595.599163667016
8318,316.9208,654.4713019051896
3937,1330.2684,2308.3351210559867
8247,1577.9460000000001,1788.1950322155594
4668,1382.2008,1975.2702785100223
1370,5954.2494,2986.3544419174486
7715,3301.0364,2861.313608395399
6435,3563.3616,2344.421408369755
730,886.8456,897.7600201214661
555,1757.7120000000002,1364.895009361881
7883,1270.3464,1687.8202405553382
4050,6114.7072,4412.282565926978
1774,3787.0704,4177.927016284193
5161,1534.0032,1600.7983127152925
7944,961.4152,829.3562968221245
4592,399.48,702.8595394200058
8126,3520.0846,3066.0499458459985
3991,980.0576,2050.953674448443
3368,2257.062,2053.614251296519
5990,1547.3192,4980.275486576067
910,727.0536,485.49315607591404
2293,8604.7992,3793.8640817695436
1881,3415.554,2994.802278293444
5014,425.4462,554.3411033283128
5852,3615.2940000000003,3939.2556490078127
3631,5400.9696,3351.0154837117357
2543,1230.3984,1554.6135657868872
1173,5404.9644,3573.5264955604775
2731,525.982,1668.6194680774072
1027,830.9184,887.7909972462603
5454,3094.6384,3129.8965471250845
7587,1731.7458,1670.0338181991635
2171,4958.8784,4190.104448552932
443,2133.2232,1898.6386899197983
2378,3205.1612,3258.936211161567
84,3091.9752,4164.888259191837
3262,1544.656,1247.0032249126705
4121,633.8416,1479.4526521829462
729,5113.344,4001.4498914640267
7728,1944.136,1557.94010892785
3073,6893.0274,3681.7176275560546
5842,1014.6792,1088.800005351215
5782,2117.244,2734.124103930018
2861,6048.793000000001,4083.3969794275235
5153,4374.306,3854.4143505121842
1974,4548.0798,2670.5459285256698
3358,2460.7968,1744.6108455645794
8117,1225.072,3884.5514725135067
2728,171.7764,1604.5595016396992
281,6088.0752,3881.66019919994
7177,1697.79,1568.2078578397982
1939,2277.036,1831.371676796449
8001,4233.1564,3890.762098057761
2913,982.055,2873.140579627012
8100,3775.086,3077.277131606411
4174,126.50200000000001,1045.687692441822
7829,5283.1230000000005,5118.716902229522
534,2684.5056,2364.636112763372
6326,940.7754,1739.7240874386766
2048,849.5608,705.4419775297711
539,2719.7929999999997,2312.7731779951905
4372,2696.49,2421.846785918606
1554,4153.9262,3909.8875115944147
1715,886.8456,432.1016782091333
7237,1125.8678,972.3448996665273
1551,2330.3,2634.277880319135
3572,2407.5328,2422.795358715249
6397,1864.24,3710.729647683114
8252,1823.6262,2729.145178502601
1362,1581.9408,2009.7504977547371
4763,4207.856,4249.827571287557
7024,1422.1488,2496.7421076627347
269,2516.724,2770.553078469961
661,7443.644,4089.136685909724
7259,3483.4656,2346.5381499907953
4375,2546.685,2506.578238932347
5523,663.1368,1772.2970906975575
774,1331.6,2722.94422354344
2999,2141.2128,2827.7548149299164
5976,447.4176,693.1259647024897
4008,1640.5312,2334.2101393287635
2995,5466.8838,5525.758362732173
2501,1904.1879999999999,3092.947737184084
5169,1701.7848,3035.3229020204994
5832,192.4162,1197.805817586147
5915,1264.3542,2245.674305575605
2754,2163.85,1429.9329412067818
8431,848.895,999.57155858047
4172,1629.8784,2556.08007701157
7612,36.619,-1275.2600860327932
2513,3119.9388,2347.110524831539
6845,4804.4128,3470.6883707497364
6954,2450.144,2448.506228517432
2235,1992.0736,1897.1647556315954
8254,1985.4156,2260.0513454603365
2584,2402.2064,1711.0158528320212
6048,2281.6966,1744.1324988472568
5255,4261.12,4825.66004508144
322,958.752,945.6051333776969
7272,2659.8709999999996,2529.9449250032785
4429,3739.1328,3642.0434096275308
5606,447.4176,771.5120558691665
4890,1181.795,3392.189889197835
3838,671.1264,996.531981910524
3213,7247.233,4788.239595128196
5609,2406.2012,2882.5605044963586
2823,1887.543,3274.0622927029517
7874,2732.4432,2321.645822690046
3482,5500.8396,4066.992289067786
34,2085.2856,2625.016749817514
5087,1071.938,1433.9619063432008
2179,1053.2956,1163.5457187714114
3900,1444.1202,2356.3202053890973
6556,202.4032,-136.68970921011828
2911,173.108,565.0628496256688
4422,1528.6768,3138.512178573729
4826,2165.1816,2936.150402696395
7839,5073.396,3929.064448539292
2318,168.4474,791.4132970194737
6997,312.926,592.4621205292387
6505,1917.504,4454.106288472898
6957,6231.888000000001,2842.0436288575206
3251,2745.0934,2264.3091394688886
7713,316.9208,570.0179039430445
6751,1428.141,1518.8344353837545
861,126.50200000000001,-860.2775740698171
8242,605.878,1369.3208233445025
6447,2255.7304,2748.562025398534
2782,256.33299999999997,2242.863002024395
1189,1605.9096,3100.094677155407
4671,1599.9174,1043.2210756051861
6477,2822.992,2820.0280536329137
811,2868.9322,2973.7932439343117
256,259.66200000000003,867.0774441705776
6754,1148.505,1681.2739627579376
2530,1641.8628,1490.203336661106
3117,2746.425,1800.9925528591746
4244,982.7208,1692.8957664811398
4556,1854.9188,1857.5387285805552
6178,1182.4608,871.2796127586271
7172,3155.8920000000003,4047.0505489690568
2652,1438.128,2892.606771496182
3414,1549.3166,3414.8886500657086
7507,2451.4756,2849.8075192790843
6560,5841.0634,3135.8803251581353
2431,2348.9424,2808.9898082211857
5150,107.8596,-1006.2273043645746
7709,2220.4429999999998,1315.9361253050556
260,4950.8888,3579.20417216162
8113,6579.4356,3837.1983721520714
4209,175.7712,724.1925890125
2329,719.064,1205.6570151107828
2756,679.1160000000001,547.5875781211417
2841,5851.0504,3201.8977668292364
4309,2694.4926,2274.807175647206
5160,458.0704,1741.1329782767261
2033,1505.3738,1539.0310228262347
4884,5635.3312,3859.7438599523807
5283,1537.9979999999998,1686.8225441355023
4033,1771.0279999999998,1760.7657054117446
2100,2343.616,3433.940640598827
2606,467.3916,748.0519434105913
1487,2241.0828,3928.8834061111816
5747,4379.6324,3213.84465838595
5567,946.7676,1783.5494219538198
6805,882.185,934.2748059096593
5635,3661.9,3882.0220744867497
758,4592.0226,5261.987194406365
3341,299.61,-911.0894892824613
1859,7504.2318,4488.006692445979
3731,515.3292,1510.4658238166
6695,2061.3168,1275.756029362034
554,4916.2672,3105.4546279065785
6624,2626.5809999999997,2755.2524076196814
7247,1725.7536,2303.98881018186
601,1565.9616,3049.6955653284485
1601,6574.775,4243.069789437235
2550,769.6648,2219.3235433647424
8072,4379.6324,2611.668625411057
3166,2090.612,3274.4736179296883
3447,2153.1972,1666.1183503319317
5386,191.0846,1163.4785191621768
5329,4294.41,2235.453744868084
927,1569.9564,2837.3835278841466
7547,1970.7679999999998,1747.8712926918095
1692,1869.5664,2507.720684834154
5788,642.497,2146.7182672445115
5773,423.4488,1606.075422019925
3124,1437.4622,1362.1753397901878
5506,3265.7490000000003,3160.0086318315193
2829,1874.8928,1927.2496378330443
2967,1362.2268,2206.892798761679
2572,4247.804,3133.1616122473547
6825,1238.388,1366.98893351821
2657,4016.1056,2392.5859053179306
8389,2402.2064,1738.683323789344
535,2085.2856,2795.8526585942523
3914,1545.9876,1462.1193527532691
7027,2848.2924,1511.941715869302
7447,2693.8268,3246.1150679146554
5543,1065.28,1675.6254848949038
8079,3617.9572,2653.0630860007104
6107,555.2772,1524.88010537727
7100,1298.31,1590.875893436046
429,848.895,905.9288953407479
4255,323.5788,723.7383850198436
8205,2410.196,1913.2769792411561
7819,1174.4712,1589.084524220227
6773,892.8378,1597.4454699974617
1328,5321.0736,3514.1943404683357
2346,1295.6468,1509.5731072628407
1814,317.5866,-185.37185618189687
6828,458.7362,532.3918153950593
2824,1318.2839999999999,1164.7131053798867
6537,8789.8916,4459.744517797553
6962,3946.8624,2673.9553171755365
320,5448.9072,3650.7774152622133
2526,3954.8520000000003,2357.8216426288063
5406,1665.8316,1526.8866686227161
5461,218.3824,-118.38157478341964
7190,1948.1308,1635.2516483966774
2334,3672.5528,3610.381158632586
8259,2336.958,1315.441020461401
4719,2093.9410000000003,2004.8680000458282
1145,4889.6352,2874.7104296987977
7035,2826.321,3039.8289093919566
8297,1607.9070000000002,1947.1413709841863
7145,885.5139999999999,1902.2236940772855
6361,1547.985,3147.712611947867
5753,1662.5026,2437.045891137378
2838,6024.1584,5063.778326882068
2811,466.06,1037.8580275052182
3847,1657.842,1929.1221515128593
5360,4566.7222,3506.36591047357
2249,986.7156,1291.7721867278333
7896,1641.1970000000001,2943.7192672523765
3269,471.3864,714.2490596738053
4798,814.9392,1583.3120793268047
2279,2490.092,2026.4336586492946
5790,247.0118,1970.0882997903118
5659,5375.0034,3727.837259212986
1922,4434.228,3356.102866962861
5573,69.2432,220.95528879256284
4730,5896.3248,3947.0352066585556
6818,6041.4692,3650.2603295599947
7696,778.3202,1717.2189273529527
1495,4187.2162,3496.3925492669687
1267,1884.214,2788.530160665771
